step,epoch,tokens_seen,train_loss,val_loss,lr,tokens_per_sec,time
30800,0.514,1009254400,3.2343,,3.74e-04,126312,2026-09-11 20:21:13
30820,0.515,1009909760,3.2350,,3.74e-04,126050,2026-09-11 20:21:18
30840,0.515,1010565120,3.2339,,3.74e-04,126164,2026-09-11 20:21:23
30860,0.515,1011220480,3.2347,,3.73e-04,125706,2026-09-11 20:21:29
30880,0.516,1011875840,3.2344,,3.73e-04,126006,2026-09-11 20:21:34
30900,0.516,1012531200,3.2337,,3.73e-04,126329,2026-09-11 20:21:39
30920,0.516,1013186560,3.2339,,3.72e-04,126207,2026-09-11 20:21:44
30940,0.517,1013841920,3.2339,,3.72e-04,126293,2026-09-11 20:21:49
30960,0.517,1014497280,3.2337,,3.72e-04,126314,2026-09-11 20:21:55
30980,0.517,1015152640,3.2337,,3.71e-04,126131,2026-09-11 20:22:00
31000,0.518,1015808000,3.2335,,3.71e-04,126250,2026-09-11 20:22:05
31020,0.518,1016463360,3.2335,,3.71e-04,126425,2026-09-11 20:22:10
31040,0.518,1017118720,3.2335,,3.70e-04,126426,2026-09-11 20:22:15
31060,0.519,1017774080,3.2344,,3.70e-04,126267,2026-09-11 20:22:21
31080,0.519,1018429440,3.2345,,3.69e-04,126176,2026-09-11 20:22:26
31100,0.519,1019084800,3.2338,,3.69e-04,126411,2026-09-11 20:22:31
31120,0.520,1019740160,3.2343,,3.69e-04,126411,2026-09-11 20:22:36
31140,0.520,1020395520,3.2338,,3.68e-04,126267,2026-09-11 20:22:41
31160,0.520,1021050880,3.2340,,3.68e-04,126319,2026-09-11 20:22:47
31180,0.521,1021706240,3.2345,,3.68e-04,126340,2026-09-11 20:22:52
31200,0.521,1022361600,3.2345,,3.67e-04,126293,2026-09-11 20:22:57
31220,0.521,1023016960,3.2353,,3.67e-04,125924,2026-09-11 20:23:02
31240,0.522,1023672320,3.2345,,3.67e-04,126008,2026-09-11 20:23:07
31260,0.522,1024327680,3.2343,,3.66e-04,126152,2026-09-11 20:23:13
31280,0.522,1024983040,3.2340,,3.66e-04,125941,2026-09-11 20:23:18
31300,0.523,1025638400,3.2333,,3.66e-04,126160,2026-09-11 20:23:23
31320,0.523,1026293760,3.2321,,3.65e-04,126159,2026-09-11 20:23:28
31340,0.523,1026949120,3.2317,,3.65e-04,126163,2026-09-11 20:23:33
31360,0.524,1027604480,3.2314,,3.64e-04,126169,2026-09-11 20:23:39
31380,0.524,1028259840,3.2306,,3.64e-04,126102,2026-09-11 20:23:44
31400,0.524,1028915200,3.2307,,3.64e-04,126153,2026-09-11 20:23:49
31420,0.525,1029570560,3.2311,,3.63e-04,126456,2026-09-11 20:23:54
31440,0.525,1030225920,3.2304,,3.63e-04,126419,2026-09-11 20:24:00
31460,0.525,1030881280,3.2302,,3.63e-04,126298,2026-09-11 20:24:05
31480,0.526,1031536640,3.2302,,3.62e-04,126197,2026-09-11 20:24:10
31500,0.526,1032192000,3.2305,,3.62e-04,126309,2026-09-11 20:24:15
31520,0.526,1032847360,3.2300,,3.62e-04,126258,2026-09-11 20:24:20
31540,0.527,1033502720,3.2297,,3.61e-04,126390,2026-09-11 20:24:26
31560,0.527,1034158080,3.2297,,3.61e-04,126414,2026-09-11 20:24:31
31580,0.527,1034813440,3.2301,,3.61e-04,126500,2026-09-11 20:24:36
31600,0.528,1035468800,3.2295,,3.60e-04,126303,2026-09-11 20:24:41
31620,0.528,1036124160,3.2288,,3.60e-04,126260,2026-09-11 20:24:46
31640,0.528,1036779520,3.2289,,3.59e-04,126350,2026-09-11 20:24:52
31660,0.529,1037434880,3.2290,,3.59e-04,126047,2026-09-11 20:24:57
31680,0.529,1038090240,3.2291,,3.59e-04,126173,2026-09-11 20:25:02
31700,0.529,1038745600,3.2292,,3.58e-04,126199,2026-09-11 20:25:07
31720,0.530,1039400960,3.2292,,3.58e-04,126128,2026-09-11 20:25:12
31740,0.530,1040056320,3.2287,,3.58e-04,126265,2026-09-11 20:25:18
31760,0.530,1040711680,3.2289,,3.57e-04,126329,2026-09-11 20:25:23
31780,0.531,1041367040,3.2291,,3.57e-04,126256,2026-09-11 20:25:28
31800,0.531,1042022400,3.2296,,3.57e-04,126203,2026-09-11 20:25:33
31820,0.531,1042677760,3.2287,,3.56e-04,126187,2026-09-11 20:25:38
31840,0.532,1043333120,3.2287,,3.56e-04,126187,2026-09-11 20:25:44
31860,0.532,1043988480,3.2285,,3.56e-04,126183,2026-09-11 20:25:49
31880,0.532,1044643840,3.2286,,3.55e-04,126081,2026-09-11 20:25:54
31900,0.533,1045299200,3.2289,,3.55e-04,125948,2026-09-11 20:25:59
31920,0.533,1045954560,3.2286,,3.54e-04,126009,2026-09-11 20:26:04
31940,0.533,1046609920,3.2285,,3.54e-04,126125,2026-09-11 20:26:10
31960,0.534,1047265280,3.2282,,3.54e-04,126082,2026-09-11 20:26:15
31980,0.534,1047920640,3.2286,,3.53e-04,125957,2026-09-11 20:26:20
32000,0.534,1048576000,3.2280,,3.53e-04,125900,2026-09-11 20:26:25
32020,0.535,1049231360,3.2275,,3.53e-04,126239,2026-09-11 20:26:31
32040,0.535,1049886720,3.2272,,3.52e-04,126190,2026-09-11 20:26:36
32060,0.535,1050542080,3.2270,,3.52e-04,126098,2026-09-11 20:26:41
32080,0.536,1051197440,3.2269,,3.52e-04,126213,2026-09-11 20:26:46
32100,0.536,1051852800,3.2260,,3.51e-04,126237,2026-09-11 20:26:51
32120,0.536,1052508160,3.2255,,3.51e-04,126103,2026-09-11 20:26:57
32140,0.537,1053163520,3.2254,,3.51e-04,126158,2026-09-11 20:27:02
32160,0.537,1053818880,3.2252,,3.50e-04,126218,2026-09-11 20:27:07
32180,0.537,1054474240,3.2256,,3.50e-04,126294,2026-09-11 20:27:12
32200,0.538,1055129600,3.2245,,3.50e-04,126253,2026-09-11 20:27:17
32220,0.538,1055784960,3.2247,,3.49e-04,125936,2026-09-11 20:27:23
32240,0.538,1056440320,3.2242,,3.49e-04,126072,2026-09-11 20:27:28
32260,0.539,1057095680,3.2243,,3.48e-04,126402,2026-09-11 20:27:33
32280,0.539,1057751040,3.2241,,3.48e-04,126432,2026-09-11 20:27:38
32300,0.539,1058406400,3.2241,,3.48e-04,126234,2026-09-11 20:27:43
32320,0.540,1059061760,3.2236,,3.47e-04,126193,2026-09-11 20:27:49
32340,0.540,1059717120,3.2241,,3.47e-04,126362,2026-09-11 20:27:54
32360,0.540,1060372480,3.2247,,3.47e-04,126406,2026-09-11 20:27:59
32380,0.541,1061027840,3.2245,,3.46e-04,126454,2026-09-11 20:28:04
32400,0.541,1061683200,3.2246,,3.46e-04,126434,2026-09-11 20:28:09
32420,0.541,1062338560,3.2242,,3.46e-04,126305,2026-09-11 20:28:15
32440,0.542,1062993920,3.2241,,3.45e-04,126278,2026-09-11 20:28:20
32460,0.542,1063649280,3.2246,,3.45e-04,126290,2026-09-11 20:28:25
32480,0.542,1064304640,3.2250,,3.45e-04,126225,2026-09-11 20:28:30
32500,0.543,1064960000,3.2250,,3.44e-04,125863,2026-09-11 20:28:36
32520,0.543,1065615360,3.2249,,3.44e-04,126055,2026-09-11 20:28:41
32540,0.543,1066270720,3.2249,,3.43e-04,126284,2026-09-11 20:28:46
32560,0.544,1066926080,3.2246,,3.43e-04,126276,2026-09-11 20:28:51
32580,0.544,1067581440,3.2246,,3.43e-04,126334,2026-09-11 20:28:57
32600,0.544,1068236800,3.2243,,3.42e-04,126257,2026-09-11 20:29:02
32620,0.545,1068892160,3.2236,,3.42e-04,126194,2026-09-11 20:29:07
32640,0.545,1069547520,3.2235,,3.42e-04,126133,2026-09-11 20:29:12
32660,0.545,1070202880,3.2237,,3.41e-04,126046,2026-09-11 20:29:17
32680,0.546,1070858240,3.2234,,3.41e-04,126053,2026-09-11 20:29:23
32700,0.546,1071513600,3.2225,,3.41e-04,126102,2026-09-11 20:29:28
32720,0.546,1072168960,3.2219,,3.40e-04,126190,2026-09-11 20:29:33
32740,0.547,1072824320,3.2212,,3.40e-04,126288,2026-09-11 20:29:38
32760,0.547,1073479680,3.2202,,3.40e-04,126243,2026-09-11 20:29:44
32780,0.547,1074135040,3.2194,,3.39e-04,126381,2026-09-11 20:29:49
32800,0.548,1074790400,3.2196,,3.39e-04,126359,2026-09-11 20:29:54
32820,0.548,1075445760,3.2192,,3.39e-04,126235,2026-09-11 20:29:59
32840,0.548,1076101120,3.2194,,3.38e-04,126214,2026-09-11 20:30:04
32860,0.549,1076756480,3.2188,,3.38e-04,126273,2026-09-11 20:30:10
32880,0.549,1077411840,3.2175,,3.37e-04,126159,2026-09-11 20:30:15
32900,0.549,1078067200,3.2180,,3.37e-04,126298,2026-09-11 20:30:20
32920,0.550,1078722560,3.2175,,3.37e-04,126326,2026-09-11 20:30:25
32940,0.550,1079377920,3.2170,,3.36e-04,126240,2026-09-11 20:30:30
32960,0.550,1080033280,3.2168,,3.36e-04,126147,2026-09-11 20:30:36
32980,0.551,1080688640,3.2169,,3.36e-04,126292,2026-09-11 20:30:41
33000,0.551,1081344000,3.2163,,3.35e-04,126249,2026-09-11 20:30:46
33020,0.551,1081999360,3.2162,,3.35e-04,126108,2026-09-11 20:30:51
33040,0.552,1082654720,3.2159,,3.35e-04,126180,2026-09-11 20:30:56
33060,0.552,1083310080,3.2158,,3.34e-04,126105,2026-09-11 20:31:02
33080,0.552,1083965440,3.2155,,3.34e-04,126038,2026-09-11 20:31:07
33100,0.553,1084620800,3.2161,,3.34e-04,125885,2026-09-11 20:31:12
33120,0.553,1085276160,3.2157,,3.33e-04,125816,2026-09-11 20:31:17
33140,0.553,1085931520,3.2157,,3.33e-04,125968,2026-09-11 20:31:23
33160,0.554,1086586880,3.2151,,3.32e-04,126003,2026-09-11 20:31:28
33180,0.554,1087242240,3.2147,,3.32e-04,125946,2026-09-11 20:31:33
33200,0.554,1087897600,3.2140,,3.32e-04,126046,2026-09-11 20:31:38
33220,0.555,1088552960,3.2140,,3.31e-04,126243,2026-09-11 20:31:43
33240,0.555,1089208320,3.2135,,3.31e-04,126171,2026-09-11 20:31:49
33260,0.555,1089863680,3.2135,,3.31e-04,126172,2026-09-11 20:31:54
33280,0.556,1090519040,3.2136,,3.30e-04,126115,2026-09-11 20:31:59
33300,0.556,1091174400,3.2134,,3.30e-04,125936,2026-09-11 20:32:04
33320,0.556,1091829760,3.2130,,3.30e-04,125927,2026-09-11 20:32:09
33340,0.557,1092485120,3.2129,,3.29e-04,125939,2026-09-11 20:32:15
33360,0.557,1093140480,3.2127,,3.29e-04,126025,2026-09-11 20:32:20
33380,0.557,1093795840,3.2124,,3.29e-04,126181,2026-09-11 20:32:25
33400,0.558,1094451200,3.2119,,3.28e-04,126190,2026-09-11 20:32:30
33420,0.558,1095106560,3.2122,,3.28e-04,126137,2026-09-11 20:32:36
33440,0.558,1095761920,3.2120,,3.28e-04,126144,2026-09-11 20:32:41
33460,0.559,1096417280,3.2116,,3.27e-04,126172,2026-09-11 20:32:46
33480,0.559,1097072640,3.2116,,3.27e-04,126150,2026-09-11 20:32:51
33500,0.559,1097728000,3.2109,,3.26e-04,126117,2026-09-11 20:32:56
33520,0.560,1098383360,3.2107,,3.26e-04,126136,2026-09-11 20:33:02
33540,0.560,1099038720,3.2111,,3.26e-04,125982,2026-09-11 20:33:07
33560,0.560,1099694080,3.2110,,3.25e-04,126044,2026-09-11 20:33:12
33580,0.561,1100349440,3.2107,,3.25e-04,126183,2026-09-11 20:33:17
33600,0.561,1101004800,3.2107,,3.25e-04,126211,2026-09-11 20:33:22
33620,0.561,1101660160,3.2106,,3.24e-04,126116,2026-09-11 20:33:28
33640,0.562,1102315520,3.2100,,3.24e-04,126153,2026-09-11 20:33:33
33660,0.562,1102970880,3.2098,,3.24e-04,126216,2026-09-11 20:33:38
33680,0.562,1103626240,3.2097,,3.23e-04,126207,2026-09-11 20:33:43
33700,0.563,1104281600,3.2097,,3.23e-04,126280,2026-09-11 20:33:48
33720,0.563,1104936960,3.2085,,3.23e-04,126269,2026-09-11 20:33:54
33740,0.563,1105592320,3.2083,,3.22e-04,126026,2026-09-11 20:33:59
33760,0.564,1106247680,3.2080,,3.22e-04,126114,2026-09-11 20:34:04
33780,0.564,1106903040,3.2078,,3.22e-04,126268,2026-09-11 20:34:09
33800,0.564,1107558400,3.2075,,3.21e-04,126227,2026-09-11 20:34:15
33820,0.565,1108213760,3.2071,,3.21e-04,126240,2026-09-11 20:34:20
33840,0.565,1108869120,3.2067,,3.20e-04,126163,2026-09-11 20:34:25
33860,0.565,1109524480,3.2063,,3.20e-04,126138,2026-09-11 20:34:30
33880,0.566,1110179840,3.2060,,3.20e-04,126165,2026-09-11 20:34:35
33900,0.566,1110835200,3.2057,,3.19e-04,126147,2026-09-11 20:34:41
33920,0.566,1111490560,3.2057,,3.19e-04,126177,2026-09-11 20:34:46
33940,0.567,1112145920,3.2052,,3.19e-04,126218,2026-09-11 20:34:51
33960,0.567,1112801280,3.2054,,3.18e-04,126087,2026-09-11 20:34:56
33980,0.567,1113456640,3.2053,,3.18e-04,126162,2026-09-11 20:35:01
34000,0.568,1114112000,3.2059,,3.18e-04,126145,2026-09-11 20:35:07
34020,0.568,1114767360,3.2064,,3.17e-04,126105,2026-09-11 20:35:12
34040,0.568,1115422720,3.2055,,3.17e-04,126124,2026-09-11 20:35:17
34060,0.569,1116078080,3.2059,,3.17e-04,126224,2026-09-11 20:35:22
34080,0.569,1116733440,3.2064,,3.16e-04,126177,2026-09-11 20:35:27
34100,0.569,1117388800,3.2058,,3.16e-04,126208,2026-09-11 20:35:33
34120,0.570,1118044160,3.2052,,3.16e-04,126253,2026-09-11 20:35:38
34140,0.570,1118699520,3.2052,,3.15e-04,126210,2026-09-11 20:35:43
34160,0.570,1119354880,3.2052,,3.15e-04,126169,2026-09-11 20:35:48
34180,0.571,1120010240,3.2049,,3.15e-04,126291,2026-09-11 20:35:54
34200,0.571,1120665600,3.2048,,3.14e-04,126273,2026-09-11 20:35:59
34220,0.571,1121320960,3.2049,,3.14e-04,126217,2026-09-11 20:36:04
34240,0.572,1121976320,3.2051,,3.13e-04,126158,2026-09-11 20:36:09
34260,0.572,1122631680,3.2047,,3.13e-04,124346,2026-09-11 20:36:14
34280,0.572,1123287040,3.2046,,3.13e-04,125270,2026-09-11 20:36:20
34300,0.573,1123942400,3.2037,,3.12e-04,126196,2026-09-11 20:36:25
34320,0.573,1124597760,3.2026,,3.12e-04,126204,2026-09-11 20:36:30
34340,0.573,1125253120,3.2030,,3.12e-04,126120,2026-09-11 20:36:35
34360,0.574,1125908480,3.2027,,3.11e-04,126068,2026-09-11 20:36:40
34380,0.574,1126563840,3.2021,,3.11e-04,126028,2026-09-11 20:36:46
34400,0.574,1127219200,3.2018,,3.11e-04,126034,2026-09-11 20:36:51
34420,0.575,1127874560,3.2012,,3.10e-04,125877,2026-09-11 20:36:56
34440,0.575,1128529920,3.2013,,3.10e-04,125962,2026-09-11 20:37:01
34460,0.575,1129185280,3.2012,,3.10e-04,125930,2026-09-11 20:37:07
34480,0.576,1129840640,3.2013,,3.09e-04,125937,2026-09-11 20:37:12
34500,0.576,1130496000,3.2007,,3.09e-04,126117,2026-09-11 20:37:17
34520,0.576,1131151360,3.2005,,3.09e-04,126038,2026-09-11 20:37:22
34540,0.577,1131806720,3.2003,,3.08e-04,125986,2026-09-11 20:37:28
34560,0.577,1132462080,3.2004,,3.08e-04,125971,2026-09-11 20:37:33
34580,0.577,1133117440,3.1994,,3.08e-04,125651,2026-09-11 20:37:38
34600,0.578,1133772800,3.1994,,3.07e-04,125929,2026-09-11 20:37:43
34620,0.578,1134428160,3.1992,,3.07e-04,126219,2026-09-11 20:37:49
34640,0.578,1135083520,3.1996,,3.06e-04,126213,2026-09-11 20:37:54
34660,0.579,1135738880,3.1997,,3.06e-04,126204,2026-09-11 20:37:59
34680,0.579,1136394240,3.1996,,3.06e-04,126178,2026-09-11 20:38:04
34700,0.579,1137049600,3.1998,,3.05e-04,126097,2026-09-11 20:38:09
34720,0.580,1137704960,3.1994,,3.05e-04,126111,2026-09-11 20:38:15
34740,0.580,1138360320,3.1993,,3.05e-04,126108,2026-09-11 20:38:20
34760,0.580,1139015680,3.1996,,3.04e-04,126140,2026-09-11 20:38:25
34780,0.581,1139671040,3.1995,,3.04e-04,126060,2026-09-11 20:38:30
34800,0.581,1140326400,3.1989,,3.04e-04,126071,2026-09-11 20:38:35
34820,0.581,1140981760,3.1987,,3.03e-04,126133,2026-09-11 20:38:41
34840,0.582,1141637120,3.1988,,3.03e-04,126150,2026-09-11 20:38:46
34860,0.582,1142292480,3.1992,,3.03e-04,126154,2026-09-11 20:38:51
34880,0.582,1142947840,3.1992,,3.02e-04,126128,2026-09-11 20:38:56
34900,0.583,1143603200,3.1995,,3.02e-04,126050,2026-09-11 20:39:02
34920,0.583,1144258560,3.1991,,3.02e-04,126118,2026-09-11 20:39:07
34940,0.583,1144913920,3.1989,,3.01e-04,126142,2026-09-11 20:39:12
34960,0.584,1145569280,3.1979,,3.01e-04,126051,2026-09-11 20:39:17
34980,0.584,1146224640,3.1973,,3.01e-04,126179,2026-09-11 20:39:22
35000,0.584,1146880000,3.1974,,3.00e-04,126137,2026-09-11 20:39:28
35000,0.584,1146880000,3.1974,3.1706,3.00e-04,,2026-09-11 20:39:47
35020,0.585,1147535360,3.1974,,3.00e-04,126250,2026-09-11 20:39:53
35040,0.585,1148190720,3.1972,,3.00e-04,126255,2026-09-11 20:39:58
35060,0.585,1148846080,3.1971,,2.99e-04,126201,2026-09-11 20:40:03
35080,0.586,1149501440,3.1967,,2.99e-04,126252,2026-09-11 20:40:08
35100,0.586,1150156800,3.1963,,2.98e-04,125955,2026-09-11 20:40:13
35120,0.586,1150812160,3.1964,,2.98e-04,126075,2026-09-11 20:40:19
35140,0.587,1151467520,3.1964,,2.98e-04,126399,2026-09-11 20:40:24
35160,0.587,1152122880,3.1957,,2.97e-04,126458,2026-09-11 20:40:29
35180,0.587,1152778240,3.1955,,2.97e-04,126478,2026-09-11 20:40:34
35200,0.588,1153433600,3.1951,,2.97e-04,126355,2026-09-11 20:40:39
35220,0.588,1154088960,3.1952,,2.96e-04,125951,2026-09-11 20:40:45
35240,0.588,1154744320,3.1956,,2.96e-04,126167,2026-09-11 20:40:50
35260,0.589,1155399680,3.1958,,2.96e-04,126437,2026-09-11 20:40:55
35280,0.589,1156055040,3.1955,,2.95e-04,126413,2026-09-11 20:41:00
35300,0.589,1156710400,3.1962,,2.95e-04,126382,2026-09-11 20:41:05
35320,0.590,1157365760,3.1963,,2.95e-04,126273,2026-09-11 20:41:11
35340,0.590,1158021120,3.1968,,2.94e-04,126237,2026-09-11 20:41:16
35360,0.590,1158676480,3.1961,,2.94e-04,126305,2026-09-11 20:41:21
35380,0.591,1159331840,3.1954,,2.94e-04,126049,2026-09-11 20:41:26
35400,0.591,1159987200,3.1950,,2.93e-04,126183,2026-09-11 20:41:32
35420,0.591,1160642560,3.1956,,2.93e-04,126338,2026-09-11 20:41:37
35440,0.592,1161297920,3.1957,,2.93e-04,126323,2026-09-11 20:41:42
35460,0.592,1161953280,3.1959,,2.92e-04,126251,2026-09-11 20:41:47
35480,0.592,1162608640,3.1955,,2.92e-04,126198,2026-09-11 20:41:52
35500,0.593,1163264000,3.1956,,2.92e-04,126145,2026-09-11 20:41:58
35520,0.593,1163919360,3.1947,,2.91e-04,126173,2026-09-11 20:42:03
35540,0.593,1164574720,3.1943,,2.91e-04,126255,2026-09-11 20:42:08
35560,0.594,1165230080,3.1938,,2.91e-04,126301,2026-09-11 20:42:13
35580,0.594,1165885440,3.1932,,2.90e-04,126191,2026-09-11 20:42:18
35600,0.594,1166540800,3.1933,,2.90e-04,126198,2026-09-11 20:42:24
35620,0.595,1167196160,3.1929,,2.89e-04,126172,2026-09-11 20:42:29
35640,0.595,1167851520,3.1928,,2.89e-04,126201,2026-09-11 20:42:34
35660,0.595,1168506880,3.1936,,2.89e-04,126178,2026-09-11 20:42:39
35680,0.596,1169162240,3.1929,,2.88e-04,126160,2026-09-11 20:42:44
35700,0.596,1169817600,3.1924,,2.88e-04,126102,2026-09-11 20:42:50
35720,0.596,1170472960,3.1930,,2.88e-04,126193,2026-09-11 20:42:55
35740,0.597,1171128320,3.1930,,2.87e-04,126153,2026-09-11 20:43:00
35760,0.597,1171783680,3.1931,,2.87e-04,126069,2026-09-11 20:43:05
35780,0.597,1172439040,3.1932,,2.87e-04,126094,2026-09-11 20:43:11
35800,0.598,1173094400,3.1929,,2.86e-04,126172,2026-09-11 20:43:16
35820,0.598,1173749760,3.1930,,2.86e-04,126057,2026-09-11 20:43:21
35840,0.598,1174405120,3.1929,,2.86e-04,126168,2026-09-11 20:43:26
35860,0.599,1175060480,3.1922,,2.85e-04,126319,2026-09-11 20:43:31
35880,0.599,1175715840,3.1922,,2.85e-04,126283,2026-09-11 20:43:37
35900,0.599,1176371200,3.1925,,2.85e-04,126276,2026-09-11 20:43:42
35920,0.600,1177026560,3.1923,,2.84e-04,126274,2026-09-11 20:43:47
35940,0.600,1177681920,3.1930,,2.84e-04,126245,2026-09-11 20:43:52
35960,0.600,1178337280,3.1927,,2.84e-04,126095,2026-09-11 20:43:57
35980,0.601,1178992640,3.1923,,2.83e-04,126287,2026-09-11 20:44:03
36000,0.601,1179648000,3.1921,,2.83e-04,126232,2026-09-11 20:44:08
36020,0.601,1180303360,3.1919,,2.83e-04,126283,2026-09-11 20:44:13
36040,0.602,1180958720,3.1916,,2.82e-04,126229,2026-09-11 20:44:18
36060,0.602,1181614080,3.1916,,2.82e-04,126128,2026-09-11 20:44:23
36080,0.602,1182269440,3.1915,,2.82e-04,125918,2026-09-11 20:44:29
36100,0.603,1182924800,3.1914,,2.81e-04,126110,2026-09-11 20:44:34
36120,0.603,1183580160,3.1914,,2.81e-04,126135,2026-09-11 20:44:39
36140,0.603,1184235520,3.1913,,2.81e-04,126213,2026-09-11 20:44:44
36160,0.604,1184890880,3.1916,,2.80e-04,126202,2026-09-11 20:44:49
36180,0.604,1185546240,3.1920,,2.80e-04,126068,2026-09-11 20:44:55
36200,0.604,1186201600,3.1923,,2.80e-04,126024,2026-09-11 20:45:00
36220,0.605,1186856960,3.1920,,2.79e-04,126300,2026-09-11 20:45:05
36240,0.605,1187512320,3.1920,,2.79e-04,126225,2026-09-11 20:45:10
36260,0.605,1188167680,3.1923,,2.78e-04,126237,2026-09-11 20:45:16
36280,0.606,1188823040,3.1924,,2.78e-04,126251,2026-09-11 20:45:21
36300,0.606,1189478400,3.1916,,2.78e-04,126077,2026-09-11 20:45:26
36320,0.606,1190133760,3.1914,,2.77e-04,126129,2026-09-11 20:45:31
36340,0.607,1190789120,3.1916,,2.77e-04,126202,2026-09-11 20:45:36
36360,0.607,1191444480,3.1907,,2.77e-04,126191,2026-09-11 20:45:42
36380,0.607,1192099840,3.1905,,2.76e-04,126089,2026-09-11 20:45:47
36400,0.608,1192755200,3.1903,,2.76e-04,126021,2026-09-11 20:45:52
36420,0.608,1193410560,3.1904,,2.76e-04,126123,2026-09-11 20:45:57
36440,0.608,1194065920,3.1901,,2.75e-04,126188,2026-09-11 20:46:02
36460,0.609,1194721280,3.1897,,2.75e-04,126234,2026-09-11 20:46:08
36480,0.609,1195376640,3.1892,,2.75e-04,126164,2026-09-11 20:46:13
36500,0.609,1196032000,3.1897,,2.74e-04,126178,2026-09-11 20:46:18
36520,0.610,1196687360,3.1895,,2.74e-04,126177,2026-09-11 20:46:23
36540,0.610,1197342720,3.1891,,2.74e-04,126157,2026-09-11 20:46:29
36560,0.611,1197998080,3.1889,,2.73e-04,126102,2026-09-11 20:46:34
36580,0.611,1198653440,3.1885,,2.73e-04,126187,2026-09-11 20:46:39
36600,0.611,1199308800,3.1885,,2.73e-04,126174,2026-09-11 20:46:44
36620,0.612,1199964160,3.1879,,2.72e-04,126094,2026-09-11 20:46:49
36640,0.612,1200619520,3.1880,,2.72e-04,126160,2026-09-11 20:46:55
36660,0.612,1201274880,3.1876,,2.72e-04,126321,2026-09-11 20:47:00
36680,0.613,1201930240,3.1873,,2.71e-04,126256,2026-09-11 20:47:05
36700,0.613,1202585600,3.1868,,2.71e-04,126021,2026-09-11 20:47:10
36720,0.613,1203240960,3.1872,,2.71e-04,126078,2026-09-11 20:47:16
36740,0.614,1203896320,3.1867,,2.70e-04,125993,2026-09-11 20:47:21
36760,0.614,1204551680,3.1865,,2.70e-04,126030,2026-09-11 20:47:26
36780,0.614,1205207040,3.1861,,2.70e-04,126231,2026-09-11 20:47:31
36800,0.615,1205862400,3.1866,,2.69e-04,126270,2026-09-11 20:47:37
36820,0.615,1206517760,3.1861,,2.69e-04,125981,2026-09-11 20:47:42
36840,0.615,1207173120,3.1860,,2.69e-04,126030,2026-09-11 20:47:47
36860,0.616,1207828480,3.1854,,2.68e-04,125924,2026-09-11 20:47:52
36880,0.616,1208483840,3.1856,,2.68e-04,125909,2026-09-11 20:47:57
36900,0.616,1209139200,3.1856,,2.68e-04,126177,2026-09-11 20:48:03
36920,0.617,1209794560,3.1850,,2.67e-04,126189,2026-09-11 20:48:08
36940,0.617,1210449920,3.1854,,2.67e-04,126241,2026-09-11 20:48:13
36960,0.617,1211105280,3.1857,,2.67e-04,126243,2026-09-11 20:48:18
36980,0.618,1211760640,3.1855,,2.66e-04,126188,2026-09-11 20:48:23
37000,0.618,1212416000,3.1848,,2.66e-04,126216,2026-09-11 20:48:29
37020,0.618,1213071360,3.1849,,2.66e-04,126182,2026-09-11 20:48:34
37040,0.619,1213726720,3.1847,,2.65e-04,126153,2026-09-11 20:48:39
37060,0.619,1214382080,3.1846,,2.65e-04,126072,2026-09-11 20:48:44
37080,0.619,1215037440,3.1849,,2.65e-04,126027,2026-09-11 20:48:49
37100,0.620,1215692800,3.1848,,2.64e-04,125697,2026-09-11 20:48:55
37120,0.620,1216348160,3.1842,,2.64e-04,125959,2026-09-11 20:49:00
37140,0.620,1217003520,3.1838,,2.64e-04,126258,2026-09-11 20:49:05
37160,0.621,1217658880,3.1840,,2.63e-04,126242,2026-09-11 20:49:10
37180,0.621,1218314240,3.1839,,2.63e-04,126099,2026-09-11 20:49:16
37200,0.621,1218969600,3.1840,,2.63e-04,126087,2026-09-11 20:49:21
37220,0.622,1219624960,3.1835,,2.62e-04,126098,2026-09-11 20:49:26
37240,0.622,1220280320,3.1836,,2.62e-04,126087,2026-09-11 20:49:31
37260,0.622,1220935680,3.1823,,2.62e-04,126016,2026-09-11 20:49:36
37280,0.623,1221591040,3.1825,,2.61e-04,126143,2026-09-11 20:49:42
37300,0.623,1222246400,3.1827,,2.61e-04,126217,2026-09-11 20:49:47
37320,0.623,1222901760,3.1829,,2.61e-04,126194,2026-09-11 20:49:52
37340,0.624,1223557120,3.1833,,2.60e-04,126157,2026-09-11 20:49:57
37360,0.624,1224212480,3.1836,,2.60e-04,126076,2026-09-11 20:50:02
37380,0.624,1224867840,3.1837,,2.60e-04,126146,2026-09-11 20:50:08
37400,0.625,1225523200,3.1830,,2.59e-04,126107,2026-09-11 20:50:13
37420,0.625,1226178560,3.1826,,2.59e-04,126094,2026-09-11 20:50:18
37440,0.625,1226833920,3.1824,,2.59e-04,126166,2026-09-11 20:50:23
37460,0.626,1227489280,3.1824,,2.58e-04,126216,2026-09-11 20:50:29
37480,0.626,1228144640,3.1820,,2.58e-04,126170,2026-09-11 20:50:34
37500,0.626,1228800000,3.1823,,2.58e-04,126149,2026-09-11 20:50:39
37520,0.627,1229455360,3.1820,,2.57e-04,126198,2026-09-11 20:50:44
37540,0.627,1230110720,3.1819,,2.57e-04,126337,2026-09-11 20:50:49
37560,0.627,1230766080,3.1817,,2.57e-04,126236,2026-09-11 20:50:55
