step,epoch,tokens_seen,train_loss,val_loss,lr,tokens_per_sec,time
37580,0.628,1231421440,3.1830,,2.56e-04,126219,2026-09-11 20:51:00
37600,0.628,1232076800,3.1831,,2.56e-04,126186,2026-09-11 20:51:05
37620,0.628,1232732160,3.1825,,2.56e-04,126159,2026-09-11 20:51:10
37640,0.629,1233387520,3.1826,,2.55e-04,126064,2026-09-11 20:51:15
37660,0.629,1234042880,3.1821,,2.55e-04,126095,2026-09-11 20:51:21
37680,0.629,1234698240,3.1821,,2.55e-04,126169,2026-09-11 20:51:26
37700,0.630,1235353600,3.1826,,2.54e-04,126214,2026-09-11 20:51:31
37720,0.630,1236008960,3.1832,,2.54e-04,126213,2026-09-11 20:51:36
37740,0.630,1236664320,3.1822,,2.54e-04,126359,2026-09-11 20:51:41
37760,0.631,1237319680,3.1817,,2.53e-04,126271,2026-09-11 20:51:47
37780,0.631,1237975040,3.1816,,2.53e-04,126064,2026-09-11 20:51:52
37800,0.631,1238630400,3.1819,,2.53e-04,126105,2026-09-11 20:51:57
37820,0.632,1239285760,3.1816,,2.52e-04,126062,2026-09-11 20:52:02
37840,0.632,1239941120,3.1811,,2.52e-04,126192,2026-09-11 20:52:07
37860,0.632,1240596480,3.1815,,2.52e-04,126175,2026-09-11 20:52:13
37880,0.633,1241251840,3.1818,,2.51e-04,126176,2026-09-11 20:52:18
37900,0.633,1241907200,3.1819,,2.51e-04,126184,2026-09-11 20:52:23
37920,0.633,1242562560,3.1810,,2.51e-04,126233,2026-09-11 20:52:28
37940,0.634,1243217920,3.1815,,2.50e-04,126337,2026-09-11 20:52:34
37960,0.634,1243873280,3.1810,,2.50e-04,126182,2026-09-11 20:52:39
37980,0.634,1244528640,3.1808,,2.50e-04,126338,2026-09-11 20:52:44
38000,0.635,1245184000,3.1811,,2.49e-04,126341,2026-09-11 20:52:49
38020,0.635,1245839360,3.1808,,2.49e-04,126477,2026-09-11 20:52:54
38040,0.635,1246494720,3.1801,,2.49e-04,126398,2026-09-11 20:53:00
38060,0.636,1247150080,3.1802,,2.48e-04,126333,2026-09-11 20:53:05
38080,0.636,1247805440,3.1798,,2.48e-04,126231,2026-09-11 20:53:10
38100,0.636,1248460800,3.1800,,2.48e-04,126263,2026-09-11 20:53:15
38120,0.637,1249116160,3.1802,,2.47e-04,126013,2026-09-11 20:53:20
38140,0.637,1249771520,3.1804,,2.47e-04,126201,2026-09-11 20:53:26
38160,0.637,1250426880,3.1808,,2.47e-04,126248,2026-09-11 20:53:31
38180,0.638,1251082240,3.1805,,2.46e-04,126370,2026-09-11 20:53:36
38200,0.638,1251737600,3.1799,,2.46e-04,126326,2026-09-11 20:53:41
38220,0.638,1252392960,3.1801,,2.46e-04,126270,2026-09-11 20:53:46
38240,0.639,1253048320,3.1804,,2.45e-04,126229,2026-09-11 20:53:52
38260,0.639,1253703680,3.1804,,2.45e-04,126221,2026-09-11 20:53:57
38280,0.639,1254359040,3.1799,,2.45e-04,126229,2026-09-11 20:54:02
38300,0.640,1255014400,3.1802,,2.44e-04,126193,2026-09-11 20:54:07
38320,0.640,1255669760,3.1799,,2.44e-04,126227,2026-09-11 20:54:12
38340,0.640,1256325120,3.1801,,2.44e-04,126255,2026-09-11 20:54:18
38360,0.641,1256980480,3.1800,,2.43e-04,126260,2026-09-11 20:54:23
38380,0.641,1257635840,3.1795,,2.43e-04,126292,2026-09-11 20:54:28
38400,0.641,1258291200,3.1797,,2.43e-04,126241,2026-09-11 20:54:33
38420,0.642,1258946560,3.1787,,2.42e-04,126121,2026-09-11 20:54:39
38440,0.642,1259601920,3.1785,,2.42e-04,126059,2026-09-11 20:54:44
38460,0.642,1260257280,3.1781,,2.42e-04,126239,2026-09-11 20:54:49
38480,0.643,1260912640,3.1776,,2.41e-04,126250,2026-09-11 20:54:54
38500,0.643,1261568000,3.1778,,2.41e-04,126290,2026-09-11 20:54:59
38520,0.643,1262223360,3.1783,,2.41e-04,126286,2026-09-11 20:55:05
38540,0.644,1262878720,3.1782,,2.40e-04,126242,2026-09-11 20:55:10
38560,0.644,1263534080,3.1783,,2.40e-04,126199,2026-09-11 20:55:15
38580,0.644,1264189440,3.1778,,2.40e-04,125761,2026-09-11 20:55:20
38600,0.645,1264844800,3.1775,,2.39e-04,126011,2026-09-11 20:55:25
38620,0.645,1265500160,3.1772,,2.39e-04,126201,2026-09-11 20:55:31
38640,0.645,1266155520,3.1768,,2.39e-04,126204,2026-09-11 20:55:36
38660,0.646,1266810880,3.1764,,2.38e-04,126378,2026-09-11 20:55:41
38680,0.646,1267466240,3.1767,,2.38e-04,126321,2026-09-11 20:55:46
38700,0.646,1268121600,3.1766,,2.38e-04,126173,2026-09-11 20:55:52
38720,0.647,1268776960,3.1770,,2.37e-04,126108,2026-09-11 20:55:57
38740,0.647,1269432320,3.1767,,2.37e-04,125837,2026-09-11 20:56:02
38760,0.647,1270087680,3.1763,,2.37e-04,125997,2026-09-11 20:56:07
38780,0.648,1270743040,3.1763,,2.36e-04,126113,2026-09-11 20:56:13
38800,0.648,1271398400,3.1764,,2.36e-04,126109,2026-09-11 20:56:18
38820,0.648,1272053760,3.1765,,2.36e-04,126129,2026-09-11 20:56:23
38840,0.649,1272709120,3.1764,,2.36e-04,126118,2026-09-11 20:56:28
38860,0.649,1273364480,3.1761,,2.35e-04,126131,2026-09-11 20:56:33
38880,0.649,1274019840,3.1765,,2.35e-04,126199,2026-09-11 20:56:39
38900,0.650,1274675200,3.1761,,2.35e-04,126297,2026-09-11 20:56:44
38920,0.650,1275330560,3.1750,,2.34e-04,126297,2026-09-11 20:56:49
38940,0.650,1275985920,3.1748,,2.34e-04,126268,2026-09-11 20:56:54
38960,0.651,1276641280,3.1745,,2.34e-04,126176,2026-09-11 20:56:59
38980,0.651,1277296640,3.1745,,2.33e-04,126205,2026-09-11 20:57:05
39000,0.651,1277952000,3.1747,,2.33e-04,126221,2026-09-11 20:57:10
39020,0.652,1278607360,3.1745,,2.33e-04,126193,2026-09-11 20:57:15
39040,0.652,1279262720,3.1740,,2.32e-04,126188,2026-09-11 20:57:20
39060,0.652,1279918080,3.1737,,2.32e-04,126252,2026-09-11 20:57:25
39080,0.653,1280573440,3.1735,,2.32e-04,126193,2026-09-11 20:57:31
39100,0.653,1281228800,3.1732,,2.31e-04,126051,2026-09-11 20:57:36
39120,0.653,1281884160,3.1737,,2.31e-04,126073,2026-09-11 20:57:41
39140,0.654,1282539520,3.1734,,2.31e-04,126106,2026-09-11 20:57:46
39160,0.654,1283194880,3.1731,,2.30e-04,125963,2026-09-11 20:57:52
39180,0.654,1283850240,3.1726,,2.30e-04,126244,2026-09-11 20:57:57
39200,0.655,1284505600,3.1719,,2.30e-04,126255,2026-09-11 20:58:02
39220,0.655,1285160960,3.1713,,2.29e-04,126266,2026-09-11 20:58:07
39240,0.655,1285816320,3.1708,,2.29e-04,126228,2026-09-11 20:58:12
39260,0.656,1286471680,3.1713,,2.29e-04,126049,2026-09-11 20:58:18
39280,0.656,1287127040,3.1714,,2.28e-04,125978,2026-09-11 20:58:23
39300,0.656,1287782400,3.1715,,2.28e-04,126194,2026-09-11 20:58:28
39320,0.657,1288437760,3.1709,,2.28e-04,126209,2026-09-11 20:58:33
39340,0.657,1289093120,3.1708,,2.27e-04,126292,2026-09-11 20:58:38
39360,0.657,1289748480,3.1699,,2.27e-04,126318,2026-09-11 20:58:44
39380,0.658,1290403840,3.1696,,2.27e-04,126356,2026-09-11 20:58:49
39400,0.658,1291059200,3.1701,,2.27e-04,126332,2026-09-11 20:58:54
39420,0.658,1291714560,3.1702,,2.26e-04,126191,2026-09-11 20:58:59
39440,0.659,1292369920,3.1707,,2.26e-04,126202,2026-09-11 20:59:04
39460,0.659,1293025280,3.1701,,2.26e-04,126033,2026-09-11 20:59:10
39480,0.659,1293680640,3.1696,,2.25e-04,126033,2026-09-11 20:59:15
39500,0.660,1294336000,3.1697,,2.25e-04,126200,2026-09-11 20:59:20
39520,0.660,1294991360,3.1693,,2.25e-04,126274,2026-09-11 20:59:25
39540,0.660,1295646720,3.1688,,2.24e-04,126378,2026-09-11 20:59:31
39560,0.661,1296302080,3.1690,,2.24e-04,126252,2026-09-11 20:59:36
39580,0.661,1296957440,3.1691,,2.24e-04,126111,2026-09-11 20:59:41
39600,0.661,1297612800,3.1687,,2.23e-04,126074,2026-09-11 20:59:46
39620,0.662,1298268160,3.1687,,2.23e-04,126235,2026-09-11 20:59:51
39640,0.662,1298923520,3.1682,,2.23e-04,126282,2026-09-11 20:59:57
39660,0.662,1299578880,3.1680,,2.22e-04,126106,2026-09-11 21:00:02
39680,0.663,1300234240,3.1680,,2.22e-04,126133,2026-09-11 21:00:07
39700,0.663,1300889600,3.1674,,2.22e-04,125980,2026-09-11 21:00:12
39720,0.663,1301544960,3.1671,,2.21e-04,126020,2026-09-11 21:00:17
39740,0.664,1302200320,3.1671,,2.21e-04,126244,2026-09-11 21:00:23
39760,0.664,1302855680,3.1666,,2.21e-04,126213,2026-09-11 21:00:28
39780,0.664,1303511040,3.1666,,2.20e-04,126135,2026-09-11 21:00:33
39800,0.665,1304166400,3.1665,,2.20e-04,126166,2026-09-11 21:00:38
39820,0.665,1304821760,3.1661,,2.20e-04,126141,2026-09-11 21:00:43
39840,0.665,1305477120,3.1659,,2.20e-04,126196,2026-09-11 21:00:49
39860,0.666,1306132480,3.1657,,2.19e-04,126221,2026-09-11 21:00:54
39880,0.666,1306787840,3.1651,,2.19e-04,126198,2026-09-11 21:00:59
39900,0.666,1307443200,3.1654,,2.19e-04,126090,2026-09-11 21:01:04
39920,0.667,1308098560,3.1651,,2.18e-04,126166,2026-09-11 21:01:10
39940,0.667,1308753920,3.1652,,2.18e-04,126141,2026-09-11 21:01:15
39960,0.667,1309409280,3.1646,,2.18e-04,126102,2026-09-11 21:01:20
39980,0.668,1310064640,3.1651,,2.17e-04,126038,2026-09-11 21:01:25
40000,0.668,1310720000,3.1656,,2.17e-04,126074,2026-09-11 21:01:30
40000,0.668,1310720000,3.1656,3.1368,2.17e-04,,2026-09-11 21:01:49
40020,0.668,1311375360,3.1654,,2.17e-04,126336,2026-09-11 21:01:55
40040,0.669,1312030720,3.1654,,2.16e-04,126428,2026-09-11 21:02:00
40060,0.669,1312686080,3.1651,,2.16e-04,126279,2026-09-11 21:02:05
40080,0.669,1313341440,3.1648,,2.16e-04,126089,2026-09-11 21:02:10
40100,0.670,1313996800,3.1647,,2.15e-04,126247,2026-09-11 21:02:16
40120,0.670,1314652160,3.1649,,2.15e-04,126241,2026-09-11 21:02:21
40140,0.670,1315307520,3.1646,,2.15e-04,126304,2026-09-11 21:02:26
40160,0.671,1315962880,3.1644,,2.14e-04,126376,2026-09-11 21:02:31
40180,0.671,1316618240,3.1646,,2.14e-04,126425,2026-09-11 21:02:36
40200,0.671,1317273600,3.1646,,2.14e-04,126380,2026-09-11 21:02:42
40220,0.672,1317928960,3.1644,,2.14e-04,125765,2026-09-11 21:02:47
40240,0.672,1318584320,3.1641,,2.13e-04,126025,2026-09-11 21:02:52
40260,0.672,1319239680,3.1641,,2.13e-04,126353,2026-09-11 21:02:57
40280,0.673,1319895040,3.1638,,2.13e-04,126319,2026-09-11 21:03:02
40300,0.673,1320550400,3.1637,,2.12e-04,126288,2026-09-11 21:03:08
40320,0.673,1321205760,3.1641,,2.12e-04,126325,2026-09-11 21:03:13
40340,0.674,1321861120,3.1639,,2.12e-04,126378,2026-09-11 21:03:18
40360,0.674,1322516480,3.1641,,2.11e-04,126375,2026-09-11 21:03:23
40380,0.674,1323171840,3.1640,,2.11e-04,126395,2026-09-11 21:03:28
40400,0.675,1323827200,3.1643,,2.11e-04,126311,2026-09-11 21:03:34
40420,0.675,1324482560,3.1640,,2.10e-04,126229,2026-09-11 21:03:39
40440,0.675,1325137920,3.1637,,2.10e-04,126199,2026-09-11 21:03:44
40460,0.676,1325793280,3.1636,,2.10e-04,126192,2026-09-11 21:03:49
40480,0.676,1326448640,3.1643,,2.10e-04,126171,2026-09-11 21:03:54
40500,0.676,1327104000,3.1637,,2.09e-04,126291,2026-09-11 21:04:00
40520,0.677,1327759360,3.1628,,2.09e-04,126273,2026-09-11 21:04:05
40540,0.677,1328414720,3.1621,,2.09e-04,126114,2026-09-11 21:04:10
40560,0.677,1329070080,3.1626,,2.08e-04,126077,2026-09-11 21:04:15
40580,0.678,1329725440,3.1624,,2.08e-04,126345,2026-09-11 21:04:20
40600,0.678,1330380800,3.1622,,2.08e-04,126331,2026-09-11 21:04:26
40620,0.678,1331036160,3.1624,,2.07e-04,126313,2026-09-11 21:04:31
40640,0.679,1331691520,3.1624,,2.07e-04,126208,2026-09-11 21:04:36
40660,0.679,1332346880,3.1623,,2.07e-04,126257,2026-09-11 21:04:41
40680,0.679,1333002240,3.1618,,2.06e-04,126218,2026-09-11 21:04:47
40700,0.680,1333657600,3.1625,,2.06e-04,126342,2026-09-11 21:04:52
40720,0.680,1334312960,3.1622,,2.06e-04,126314,2026-09-11 21:04:57
40740,0.680,1334968320,3.1621,,2.06e-04,126132,2026-09-11 21:05:02
40760,0.681,1335623680,3.1617,,2.05e-04,126100,2026-09-11 21:05:08
40780,0.681,1336279040,3.1614,,2.05e-04,126054,2026-09-11 21:05:13
40800,0.681,1336934400,3.1612,,2.05e-04,126116,2026-09-11 21:05:18
40820,0.682,1337589760,3.1609,,2.04e-04,126287,2026-09-11 21:05:23
40840,0.682,1338245120,3.1611,,2.04e-04,126267,2026-09-11 21:05:28
40860,0.682,1338900480,3.1600,,2.04e-04,126182,2026-09-11 21:05:34
40880,0.683,1339555840,3.1595,,2.03e-04,126196,2026-09-11 21:05:39
40900,0.683,1340211200,3.1590,,2.03e-04,126104,2026-09-11 21:05:44
40920,0.683,1340866560,3.1590,,2.03e-04,126157,2026-09-11 21:05:49
40940,0.684,1341521920,3.1587,,2.02e-04,126286,2026-09-11 21:05:54
40960,0.684,1342177280,3.1582,,2.02e-04,126263,2026-09-11 21:06:00
40980,0.684,1342832640,3.1577,,2.02e-04,126282,2026-09-11 21:06:05
41000,0.685,1343488000,3.1583,,2.02e-04,126229,2026-09-11 21:06:10
41020,0.685,1344143360,3.1582,,2.01e-04,126237,2026-09-11 21:06:15
41040,0.685,1344798720,3.1576,,2.01e-04,126145,2026-09-11 21:06:21
41060,0.686,1345454080,3.1578,,2.01e-04,126040,2026-09-11 21:06:26
41080,0.686,1346109440,3.1578,,2.00e-04,125919,2026-09-11 21:06:31
41100,0.686,1346764800,3.1571,,2.00e-04,126020,2026-09-11 21:06:36
41120,0.687,1347420160,3.1567,,2.00e-04,126085,2026-09-11 21:06:41
41140,0.687,1348075520,3.1566,,1.99e-04,126162,2026-09-11 21:06:47
41160,0.687,1348730880,3.1566,,1.99e-04,126100,2026-09-11 21:06:52
41180,0.688,1349386240,3.1561,,1.99e-04,126219,2026-09-11 21:06:57
41200,0.688,1350041600,3.1557,,1.99e-04,126193,2026-09-11 21:07:02
41220,0.688,1350696960,3.1553,,1.98e-04,126176,2026-09-11 21:07:07
41240,0.689,1351352320,3.1547,,1.98e-04,126205,2026-09-11 21:07:13
41260,0.689,1352007680,3.1546,,1.98e-04,126316,2026-09-11 21:07:18
41280,0.689,1352663040,3.1552,,1.97e-04,126311,2026-09-11 21:07:23
41300,0.690,1353318400,3.1552,,1.97e-04,125748,2026-09-11 21:07:28
41320,0.690,1353973760,3.1545,,1.97e-04,125978,2026-09-11 21:07:34
41340,0.690,1354629120,3.1539,,1.96e-04,126081,2026-09-11 21:07:39
41360,0.691,1355284480,3.1537,,1.96e-04,126143,2026-09-11 21:07:44
41380,0.691,1355939840,3.1539,,1.96e-04,126201,2026-09-11 21:07:49
41400,0.691,1356595200,3.1535,,1.95e-04,126170,2026-09-11 21:07:54
41420,0.692,1357250560,3.1530,,1.95e-04,126210,2026-09-11 21:08:00
41440,0.692,1357905920,3.1531,,1.95e-04,126243,2026-09-11 21:08:05
41460,0.692,1358561280,3.1521,,1.95e-04,126232,2026-09-11 21:08:10
41480,0.693,1359216640,3.1523,,1.94e-04,126203,2026-09-11 21:08:15
41500,0.693,1359872000,3.1523,,1.94e-04,126104,2026-09-11 21:08:20
41520,0.693,1360527360,3.1522,,1.94e-04,126176,2026-09-11 21:08:26
41540,0.694,1361182720,3.1524,,1.93e-04,126177,2026-09-11 21:08:31
41560,0.694,1361838080,3.1523,,1.93e-04,126032,2026-09-11 21:08:36
41580,0.694,1362493440,3.1523,,1.93e-04,126231,2026-09-11 21:08:41
41600,0.695,1363148800,3.1521,,1.93e-04,126222,2026-09-11 21:08:46
41620,0.695,1363804160,3.1523,,1.92e-04,125809,2026-09-11 21:08:52
41640,0.695,1364459520,3.1526,,1.92e-04,125996,2026-09-11 21:08:57
41660,0.696,1365114880,3.1524,,1.92e-04,126165,2026-09-11 21:09:02
41680,0.696,1365770240,3.1524,,1.91e-04,126190,2026-09-11 21:09:07
41700,0.696,1366425600,3.1523,,1.91e-04,126128,2026-09-11 21:09:13
41720,0.697,1367080960,3.1526,,1.91e-04,126254,2026-09-11 21:09:18
41740,0.697,1367736320,3.1528,,1.90e-04,126283,2026-09-11 21:09:23
41760,0.697,1368391680,3.1537,,1.90e-04,126312,2026-09-11 21:09:28
41780,0.698,1369047040,3.1534,,1.90e-04,126359,2026-09-11 21:09:33
41800,0.698,1369702400,3.1533,,1.90e-04,126325,2026-09-11 21:09:39
41820,0.698,1370357760,3.1530,,1.89e-04,126296,2026-09-11 21:09:44
41840,0.699,1371013120,3.1529,,1.89e-04,126271,2026-09-11 21:09:49
41860,0.699,1371668480,3.1529,,1.89e-04,126049,2026-09-11 21:09:54
41880,0.699,1372323840,3.1528,,1.88e-04,126097,2026-09-11 21:09:59
41900,0.700,1372979200,3.1523,,1.88e-04,126154,2026-09-11 21:10:05
41920,0.700,1373634560,3.1526,,1.88e-04,126184,2026-09-11 21:10:10
41940,0.700,1374289920,3.1523,,1.87e-04,126243,2026-09-11 21:10:15
41960,0.701,1374945280,3.1521,,1.87e-04,126278,2026-09-11 21:10:20
41980,0.701,1375600640,3.1519,,1.87e-04,126269,2026-09-11 21:10:25
42000,0.701,1376256000,3.1517,,1.87e-04,126239,2026-09-11 21:10:31
42020,0.702,1376911360,3.1515,,1.86e-04,125981,2026-09-11 21:10:36
42040,0.702,1377566720,3.1512,,1.86e-04,126090,2026-09-11 21:10:41
42060,0.702,1378222080,3.1508,,1.86e-04,126187,2026-09-11 21:10:46
42080,0.703,1378877440,3.1506,,1.85e-04,126131,2026-09-11 21:10:51
42100,0.703,1379532800,3.1510,,1.85e-04,126070,2026-09-11 21:10:57
42120,0.703,1380188160,3.1502,,1.85e-04,126119,2026-09-11 21:11:02
42140,0.704,1380843520,3.1505,,1.85e-04,126090,2026-09-11 21:11:07
42160,0.704,1381498880,3.1510,,1.84e-04,126067,2026-09-11 21:11:12
42180,0.704,1382154240,3.1502,,1.84e-04,126122,2026-09-11 21:11:18
42200,0.705,1382809600,3.1498,,1.84e-04,126179,2026-09-11 21:11:23
42220,0.705,1383464960,3.1503,,1.83e-04,126123,2026-09-11 21:11:28
42240,0.705,1384120320,3.1501,,1.83e-04,126150,2026-09-11 21:11:33
42260,0.706,1384775680,3.1497,,1.83e-04,126208,2026-09-11 21:11:38
42280,0.706,1385431040,3.1502,,1.82e-04,126230,2026-09-11 21:11:44
42300,0.706,1386086400,3.1500,,1.82e-04,126159,2026-09-11 21:11:49
42320,0.707,1386741760,3.1495,,1.82e-04,126130,2026-09-11 21:11:54
42340,0.707,1387397120,3.1493,,1.82e-04,126309,2026-09-11 21:11:59
42360,0.707,1388052480,3.1492,,1.81e-04,126286,2026-09-11 21:12:04
42380,0.708,1388707840,3.1491,,1.81e-04,126067,2026-09-11 21:12:10
42400,0.708,1389363200,3.1491,,1.81e-04,126145,2026-09-11 21:12:15
42420,0.708,1390018560,3.1491,,1.80e-04,126325,2026-09-11 21:12:20
42440,0.709,1390673920,3.1488,,1.80e-04,126359,2026-09-11 21:12:25
42460,0.709,1391329280,3.1485,,1.80e-04,126291,2026-09-11 21:12:30
42480,0.709,1391984640,3.1477,,1.80e-04,126316,2026-09-11 21:12:36
42500,0.710,1392640000,3.1480,,1.79e-04,125976,2026-09-11 21:12:41
42520,0.710,1393295360,3.1484,,1.79e-04,126170,2026-09-11 21:12:46
42540,0.710,1393950720,3.1478,,1.79e-04,126157,2026-09-11 21:12:51
42560,0.711,1394606080,3.1474,,1.78e-04,126144,2026-09-11 21:12:56
42580,0.711,1395261440,3.1477,,1.78e-04,126103,2026-09-11 21:13:02
42600,0.711,1395916800,3.1477,,1.78e-04,126180,2026-09-11 21:13:07
42620,0.712,1396572160,3.1472,,1.78e-04,126352,2026-09-11 21:13:12
42640,0.712,1397227520,3.1473,,1.77e-04,126287,2026-09-11 21:13:17
42660,0.712,1397882880,3.1472,,1.77e-04,126308,2026-09-11 21:13:23
42680,0.713,1398538240,3.1463,,1.77e-04,126320,2026-09-11 21:13:28
42700,0.713,1399193600,3.1468,,1.76e-04,126319,2026-09-11 21:13:33
42720,0.713,1399848960,3.1467,,1.76e-04,126204,2026-09-11 21:13:38
42740,0.714,1400504320,3.1470,,1.76e-04,126206,2026-09-11 21:13:43
42760,0.714,1401159680,3.1467,,1.76e-04,126242,2026-09-11 21:13:49
42780,0.714,1401815040,3.1466,,1.75e-04,126180,2026-09-11 21:13:54
42800,0.715,1402470400,3.1467,,1.75e-04,126228,2026-09-11 21:13:59
42820,0.715,1403125760,3.1467,,1.75e-04,126270,2026-09-11 21:14:04
42840,0.715,1403781120,3.1466,,1.74e-04,126179,2026-09-11 21:14:10
42860,0.716,1404436480,3.1463,,1.74e-04,126189,2026-09-11 21:14:15
42880,0.716,1405091840,3.1465,,1.74e-04,126213,2026-09-11 21:14:20
42900,0.716,1405747200,3.1461,,1.74e-04,126126,2026-09-11 21:14:25
42920,0.717,1406402560,3.1456,,1.73e-04,126168,2026-09-11 21:14:30
42940,0.717,1407057920,3.1456,,1.73e-04,126314,2026-09-11 21:14:36
42960,0.717,1407713280,3.1458,,1.73e-04,126292,2026-09-11 21:14:41
42980,0.718,1408368640,3.1455,,1.72e-04,126260,2026-09-11 21:14:46
43000,0.718,1409024000,3.1451,,1.72e-04,126276,2026-09-11 21:14:51
43020,0.718,1409679360,3.1454,,1.72e-04,126062,2026-09-11 21:14:57
43040,0.719,1410334720,3.1443,,1.72e-04,125997,2026-09-11 21:15:02
43060,0.719,1410990080,3.1444,,1.71e-04,126166,2026-09-11 21:15:07
43080,0.719,1411645440,3.1444,,1.71e-04,126210,2026-09-11 21:15:12
43100,0.720,1412300800,3.1444,,1.71e-04,126215,2026-09-11 21:15:17
43120,0.720,1412956160,3.1437,,1.70e-04,126097,2026-09-11 21:15:23
43140,0.720,1413611520,3.1435,,1.70e-04,126201,2026-09-11 21:15:28
43160,0.721,1414266880,3.1428,,1.70e-04,126195,2026-09-11 21:15:33
43180,0.721,1414922240,3.1419,,1.70e-04,125876,2026-09-11 21:15:38
43200,0.721,1415577600,3.1415,,1.69e-04,126052,2026-09-11 21:15:43
43220,0.722,1416232960,3.1408,,1.69e-04,125947,2026-09-11 21:15:49
43240,0.722,1416888320,3.1405,,1.69e-04,126050,2026-09-11 21:15:54
43260,0.722,1417543680,3.1404,,1.69e-04,126227,2026-09-11 21:15:59
43280,0.723,1418199040,3.1409,,1.68e-04,126139,2026-09-11 21:16:04
43300,0.723,1418854400,3.1406,,1.68e-04,126018,2026-09-11 21:16:10
43320,0.723,1419509760,3.1406,,1.68e-04,126015,2026-09-11 21:16:15
43340,0.724,1420165120,3.1405,,1.67e-04,126332,2026-09-11 21:16:20
43360,0.724,1420820480,3.1409,,1.67e-04,126227,2026-09-11 21:16:25
43380,0.724,1421475840,3.1411,,1.67e-04,126084,2026-09-11 21:16:30
43400,0.725,1422131200,3.1411,,1.67e-04,126094,2026-09-11 21:16:36
43420,0.725,1422786560,3.1405,,1.66e-04,126165,2026-09-11 21:16:41
43440,0.725,1423441920,3.1407,,1.66e-04,125878,2026-09-11 21:16:46
43460,0.726,1424097280,3.1408,,1.66e-04,126052,2026-09-11 21:16:51
43480,0.726,1424752640,3.1409,,1.65e-04,126128,2026-09-11 21:16:56
43500,0.726,1425408000,3.1408,,1.65e-04,126125,2026-09-11 21:17:02
43520,0.727,1426063360,3.1407,,1.65e-04,126175,2026-09-11 21:17:07
43540,0.727,1426718720,3.1407,,1.65e-04,126306,2026-09-11 21:17:12
43560,0.727,1427374080,3.1405,,1.64e-04,126297,2026-09-11 21:17:17
43580,0.728,1428029440,3.1404,,1.64e-04,126277,2026-09-11 21:17:22
43600,0.728,1428684800,3.1412,,1.64e-04,126301,2026-09-11 21:17:28
43620,0.728,1429340160,3.1408,,1.64e-04,126324,2026-09-11 21:17:33
43640,0.729,1429995520,3.1406,,1.63e-04,126268,2026-09-11 21:17:38
43660,0.729,1430650880,3.1413,,1.63e-04,126352,2026-09-11 21:17:43
43680,0.729,1431306240,3.1414,,1.63e-04,126308,2026-09-11 21:17:48
43700,0.730,1431961600,3.1419,,1.62e-04,126282,2026-09-11 21:17:54
43720,0.730,1432616960,3.1420,,1.62e-04,126317,2026-09-11 21:17:59
43740,0.730,1433272320,3.1423,,1.62e-04,126363,2026-09-11 21:18:04
43760,0.731,1433927680,3.1425,,1.62e-04,126338,2026-09-11 21:18:09
43780,0.731,1434583040,3.1417,,1.61e-04,126068,2026-09-11 21:18:15
43800,0.731,1435238400,3.1415,,1.61e-04,126224,2026-09-11 21:18:20
43820,0.732,1435893760,3.1408,,1.61e-04,126309,2026-09-11 21:18:25
43840,0.732,1436549120,3.1407,,1.61e-04,126334,2026-09-11 21:18:30
43860,0.732,1437204480,3.1406,,1.60e-04,126290,2026-09-11 21:18:35
43880,0.733,1437859840,3.1400,,1.60e-04,126287,2026-09-11 21:18:41
43900,0.733,1438515200,3.1395,,1.60e-04,126213,2026-09-11 21:18:46
43920,0.733,1439170560,3.1388,,1.59e-04,126092,2026-09-11 21:18:51
43940,0.734,1439825920,3.1384,,1.59e-04,126313,2026-09-11 21:18:56
43960,0.734,1440481280,3.1378,,1.59e-04,126302,2026-09-11 21:19:01
43980,0.734,1441136640,3.1375,,1.59e-04,126191,2026-09-11 21:19:07
44000,0.735,1441792000,3.1372,,1.58e-04,126193,2026-09-11 21:19:12
44020,0.735,1442447360,3.1369,,1.58e-04,126162,2026-09-11 21:19:17
44040,0.735,1443102720,3.1373,,1.58e-04,126173,2026-09-11 21:19:22
44060,0.736,1443758080,3.1374,,1.58e-04,126147,2026-09-11 21:19:27
44080,0.736,1444413440,3.1382,,1.57e-04,126162,2026-09-11 21:19:33
44100,0.736,1445068800,3.1376,,1.57e-04,126011,2026-09-11 21:19:38
44120,0.737,1445724160,3.1365,,1.57e-04,126170,2026-09-11 21:19:43
44140,0.737,1446379520,3.1366,,1.56e-04,126348,2026-09-11 21:19:48
44160,0.737,1447034880,3.1365,,1.56e-04,126303,2026-09-11 21:19:53
44180,0.738,1447690240,3.1362,,1.56e-04,126157,2026-09-11 21:19:59
